1,0,0,18604.2
1.001,0,0,18569.88
0.999,0,0,18638.621
1,0.001,0,18599.216
1,0,0,18604.2
1,0,0.001,18602.205
1,0,0,18604.2
1.99E+00,1.43E-01,5.73E-02,5.87E+03
1.99E+00,1.43E-01,5.73E-02,5.87E+03
1.99E+00,1.43E-01,5.73E-02,5.88E+03
1.99E+00,1.44E-01,5.73E-02,5.87E+03
1.99E+00,1.42E-01,5.73E-02,5.88E+03
1.99E+00,1.43E-01,5.83E-02,5.87E+03
1.99E+00,1.43E-01,5.63E-02,5.87E+03
2.11E+00,1.86E-01,7.43E-02,5.40E+03
2.11E+00,1.86E-01,7.43E-02,5.39E+03
2.11E+00,1.86E-01,7.43E-02,5.40E+03
2.11E+00,1.87E-01,7.43E-02,5.40E+03
2.11E+00,1.85E-01,7.43E-02,5.40E+03
2.11E+00,1.86E-01,7.53E-02,5.40E+03
2.11E+00,1.86E-01,7.33E-02,5.40E+03
2.6388338,0.4481243,0.1796936,4073.305448
2.6398338,0.4481243,0.1796936,4072.029973
2.6378338,0.4481243,0.1796936,4074.582662
2.6388338,0.4491243,0.1796936,4072.653583
2.6388338,0.4471243,0.1796936,4073.957458
2.6388338,0.4481243,0.1806936,4073.043225
2.6388338,0.4481243,0.1786936,4073.567815
3.0408918,0.7613343,0.3059222,3503.114167
3.0418918,0.7613343,0.3059222,3502.475287
3.0398918,0.7613343,0.3059222,3503.753893
3.0408918,0.7623343,0.3059222,3502.656789
3.0408918,0.7603343,0.3059222,3503.571652
3.0408918,0.7613343,0.3069222,3502.929373
3.0408918,0.7613343,0.3049222,3503.299068
3.5054867,1.3265638,0.5349124,3069.391353
3.5064867,1.3265638,0.5349124,3069.165529
3.5044867,1.3265638,0.5349124,3069.617533
3.5054867,1.3275638,0.5349124,3069.092679
3.5054867,1.3255638,0.5349124,3069.690108
3.5054867,1.3265638,0.5359124,3069.269603
3.5054867,1.3265638,0.5339124,3069.513184
3.875017,2.1342573,0.8649214,2801.365483
3.876017,2.1342573,0.8649214,2801.351167
3.874017,2.1342573,0.8649214,2801.379943
3.875017,2.1352573,0.8649214,2801.174262
3.875017,2.1332573,0.8649214,2801.55677
3.875017,2.1342573,0.8659214,2801.28627
3.875017,2.1342573,0.8639214,2801.444762
4.054187,3.317721,1.355047,2607.61146
4.055187,3.317721,1.355047,2607.715611
4.053187,3.317721,1.355047,2607.507354
4.054187,3.318721,1.355047,2607.507977
4.054187,3.316721,1.355047,2607.715004
4.054187,3.317721,1.356047,2607.566832
4.054187,3.317721,1.354047,2607.656149
3.83579,4.797968,1.98369,2469.67379
3.83679,4.797968,1.98369,2469.826904
3.83479,4.797968,1.98369,2469.520693
3.83579,4.798968,1.98369,2469.657657
3.83579,4.796968,1.98369,2469.689991
3.83579,4.797968,1.98469,2469.663746
3.83579,4.797968,1.98269,2469.683902
3.159741,5.735301,2.415802,2397.009393
3.160741,5.735301,2.415802,2397.118576
3.158741,5.735301,2.415802,2396.900306
3.159741,5.736301,2.415802,2397.078351
3.159741,5.734301,2.415802,2396.940535
3.159741,5.735301,2.416802,2397.035131
3.159741,5.735301,2.414802,2396.983754
2.6077,5.462056,2.333699,2333.518003
2.6087,5.462056,2.333699,2333.551791
2.6067,5.462056,2.333699,2333.484469
2.6077,5.463056,2.333699,2333.579386
2.6077,5.461056,2.333699,2333.456767
2.6077,5.462056,2.334699,2333.544855
2.6077,5.462056,2.332699,2333.491297
2.209083,4.417326,1.884388,2370.903317
2.210083,4.417326,1.884388,2370.759318
2.208083,4.417326,1.884388,2371.047922
2.209083,4.418326,1.884388,2370.777218
2.209083,4.416326,1.884388,2371.029621
2.209083,4.417326,1.885388,2370.854873
2.209083,4.417326,1.883388,2370.951965
2.4555,5.063158,2.162144,2314.231721
